scenario,timestamp,agent_id,agent_name,agent_ip,hostname,program,location,full_log,rule_id,rule_level,rule_description,rule_groups,rule_groups_str,y_priority
shaw,2022-01-29 14:39:16+00:00,21,wazuh-client,192.168.188.179,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.24.249.224 - - [29/Jan/2022:14:39:16 +0000] ""GET /ccp14admin HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-07 17:33:47.862533+00:00,16,wazuh-client,192.168.131.109,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 11:35:58+00:00,26,wazuh-client,172.27.181.253,williams-mail,dovecot,/var/log/mail.log,"Jan 30 11:35:58 williams-mail dovecot: imap-login: Login: user=<jenna.baker>, method=PLAIN, rip=172.27.182.4, lip=172.27.182.4, mpid=13276, TLS, session=<nXdYEsvW2OusG7YE>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-28 08:34:01.527368+00:00,36,wazuh-client,172.27.180.4,wazuh-client,snort,/var/log/suricata/fast.log,01/28/2022-08:34:01.527368  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 172.27.180.4:39382 -> 52.46.135.211:443,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-07 11:17:47+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:17:47 +0000] ""GET /wp-includes/js/tinymce/plugins/link/userlist HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:54:39+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:54:39 +0000] ""GET /wp-includes/js/tinymce/plugins/wordpress/forumcp HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:36:36+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:36:36 +0000] ""GET /wp-includes/js/cal HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:48:09+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:48:09 +0000] ""GET /wp-includes/blocks/navigation/jakarta HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-05 10:52:41.441230+00:00,16,wazuh-client,192.168.131.109,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - ET INFO Observed DNS Query to .biz TLD,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-07 11:05:21+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:05:21 +0000] ""GET /wp-includes/widgets/alerts HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
russellmitchell,2022-01-22 10:05:26+00:00,19,wazuh-client,172.19.130.4,mail,dovecot,/var/log/mail.log,"Jan 22 10:05:26 mail dovecot: imap-login: Login: user=<alyssa.hayes>, method=PLAIN, rip=172.19.130.4, lip=172.19.130.4, mpid=19985, TLS, session=<SJLi3yjW5MysE4IE>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-07 13:48:32+00:00,22,wazuh-client,10.237.2.255,mail,dovecot,/var/log/mail.log,"Feb  7 13:48:32 mail dovecot: imap-login: Login: user=<june.thompson>, method=PLAIN, rip=10.237.2.255, lip=10.237.2.255, mpid=16589, TLS, session=<PCE5223X3ogK7QL/>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-29 11:11:46+00:00,27,wazuh-client,172.27.181.174,fischer-mail,dovecot,/var/log/mail.log,"Jan 29 11:11:46 fischer-mail dovecot: imap-login: Login: user=<kieran.hughes>, method=PLAIN, rip=172.27.183.191, lip=172.27.183.191, mpid=27579, TLS, session=<P8P6nbbWFrysG7e/>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:46:16+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:46:16 +0000] ""GET /wp-includes/blocks/cover/ads HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:56:15+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:56:15 +0000] ""HEAD /wp-content/plugins/add-edit-delete-listing-for-member-module/ HTTP/1.1"" 404 146 ""https://intranet.flores.wheeler.biz"" ""WPScan v3.8.20 (https://wpscan.com/wordpress-security-scanner)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-08 10:19:11.682579+00:00,35,wazuh-client,10.182.192.1,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-07 11:06:58+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:06:58 +0000] ""GET /wp-includes/blocks/buttons/nsf HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:32:46+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:32:46 +0000] ""GET /wp-admin/maint/rwservlet HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:35:37+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:35:37 +0000] ""GET /wp-includes/js/tinymce/plugins/image/htdocs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:04:02+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:04:02 +0000] ""GET /wp-includes/certificates/sitebuilder HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:43:35+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:43:35 +0000] ""GET /wp-includes/fonts/wp-rss HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:33:15+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:33:15 +0000] ""GET /wp-includes/js/jquery/ui/customer HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:44:56+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:56 +0000] ""GET /wp-includes/blocks/table/announce HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:31:44+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:31:44 +0000] ""GET /wp-includes/js/tinymce/system_web HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:22:45+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:22:45 +0000] ""GET /wp-includes/css/_vti_rpc HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:41:30+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:41:30 +0000] ""GET /wp-includes/blocks/gallery/redesign HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:49:17+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:49:17 +0000] ""GET /wp-includes/js/dist/vendor/corpo HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wilson,2022-02-03 20:27:21.371393+00:00,10,wazuh-client,10.182.193.78,wazuh-client,snort,/var/log/suricata/fast.log,02/03/2022-20:27:21.371393  [**] [1:2027865:4] ET INFO Observed DNS Query to .cloud TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 10.182.193.78:54882 -> 10.182.192.1:53,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:46:47+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:46:47 +0000] ""GET /wp-includes/js/jquery/francais HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:53:02+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:53:02 +0000] ""GET /wp-includes/js/tinymce/plugins/link/esale HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:29:47+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:29:47 +0000] ""GET /wp-includes/blocks/spacer/usuarios HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-08 06:39:41.748195+00:00,10,wazuh-client,10.182.193.78,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid record/traffic,"['ids', 'suricata']","ids,suricata",low
fox,2022-01-18 12:29:47+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:29:47 +0000] ""GET /wp-includes/blocks/spacer/transactions HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:33:32+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:33:32 +0000] ""GET /wp-includes/js/tinymce/langs/mobi HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:19:39+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:19:39 +0000] ""GET /javascript/jquery/helpers HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:53:39+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:53:39 +0000] ""GET /wp-includes/js/tinymce/plugins/media/imagegallery HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:33:53+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:33:53 +0000] ""GET /wp-content/themes/science HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-19 15:08:06+00:00,18,wazuh-client,172.17.131.81,mail,dovecot,/var/log/mail.info,"Jan 19 15:08:06 mail dovecot: imap-login: Login: user=<jessica.wright>, method=PLAIN, rip=172.17.131.81, lip=172.17.131.81, mpid=23216, TLS, session=<pcK+wPDVYuisEYNR>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wilson,2022-02-07 14:42:15.351323+00:00,25,wazuh-client,10.182.194.5,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wheeler,2022-01-30 07:47:25+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:47:25 +0000] ""GET /wp-includes/blocks/image/gadgets HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:09:55+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:09:55 +0000] ""GET /wp-includes/blocks/more/64 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:48:17+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:48:17 +0000] ""GET /wp-content/themes/go/includes/refuse HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:40:28+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:40:28 +0000] ""GET /javascript/jquery/dbboon HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:41:41+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:41:41 +0000] ""GET /wp-admin/user/bat HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-29 10:21:32.899388+00:00,30,wazuh-client,10.38.243.125,wazuh-client,snort,/var/log/suricata/fast.log,01/29/2022-10:21:32.899388  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 10.38.243.125:59204 -> 10.38.242.1:53,20101,6,IDS event.,['ids'],ids,medium
fox,2022-01-18 12:34:49+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:34:49 +0000] ""GET /wp-content/themes/go/dist/images/pixelpost HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wheeler,2022-01-26 12:38:10.195185+00:00,36,wazuh-client,172.27.180.4,wazuh-client,snort,/var/log/suricata/fast.log,01/26/2022-12:38:10.195185  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 151.101.2.79:443 -> 172.27.180.4:34158,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-07 11:02:11+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:02:11 +0000] ""GET /wp-admin/network/ad HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
wilson,2022-02-07 09:37:46+00:00,15,wazuh-client,192.168.226.198,lane-mail,dovecot,/var/log/mail.log,"Feb  7 09:37:46 lane-mail dovecot: imap-login: Login: user=<jasmine.anderson>, method=PLAIN, rip=192.168.226.198, lip=192.168.226.198, mpid=28323, TLS, session=<GFlqWmrX6LHAqOLG>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:49:49+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:49:49 +0000] ""GET /wp-includes/js/tinymce/langs/22 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
shaw,2022-01-29 11:33:16+00:00,20,wazuh-client,10.38.242.195,mail,dovecot,/var/log/mail.log,"Jan 29 11:33:16 mail dovecot: imap-login: Login: user=<christine.ortiz>, method=PLAIN, rip=172.24.251.90, lip=172.24.251.90, mpid=22392, TLS, session=<ly7d6rbW1o2sGPta>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
fox,2022-01-18 12:20:58+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:20:58 +0000] ""GET /wp-admin/network/firms HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:45:23+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:45:23 +0000] ""GET /wp-includes/blocks/video/msg HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:18:00+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:18:00 +0000] ""GET /wp-includes/js/tinymce/plugins/lists/validation HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
